LINK_ID,ROAD_NAME,ADM_CD,ADM_NM
1850066306,괴정로,25030610,괴정동
1840061303,대전천북로,25010800,삼성동
1840063802,당디로,25020650,유천1동
1840198602,오류로,25020620,오류동
1870060101,신일서로104번길,25050610,목상동
1840016004,대전천서로,25020570,석교동
1870047203,계족로664번길,25050570,법2동
1860033600,도안대로,25040640,온천1동
1860441000,테크노11로,25040630,관평동
1860093002,과학로,25040540,온천2동
1860213205,자운로97번길,25040550,신성동
1850092801,둔산중로14번길,25030570,탄방동
1870060700,덕암로,25050600,덕암동
1840010700,산서로,25020690,산성동
1860230002,농대로,25040540,온천2동
1830002006,산내로,25010750,산내동
1830449800,동부로33번길,25010560,판암2동
1870478901,대덕대로1585번길,25050590,석봉동
1850267300,관저로,25030730,관저2동
1870485103,중리동로56번길,25050550,중리동
1870023901,중리서로,25050550,중리동
1870042300,동춘당로,25050570,법2동
1860633000,유성대로,25040680,진잠동
1870150402,천변도시고속도로,25050530,회덕동
1830286000,동산초교로,25010680,홍도동
1850049604,도마로,25030520,도마1동
1860631001,진잠로42번길,25040680,진잠동
1830473400,계족로,25010790,성남동
1850124200,갈마역로,25030600,둔산2동
1860616700,문지로316번길,25040570,전민동
1870487300,한남로,25050510,오정동
1830472900,성남로,25010800,삼성동
1860036001,계룡로52번길,25040640,온천1동
1830010201,계족로,25010760,중앙동
1860437901,테크노2로,25040630,관평동
1840018000,당디로,25020690,산성동
1870087001,문평동로48번길,25050610,목상동
1840166800,대전남부순환고속도로,25020690,산성동
1860026000,진잠옛로,25040680,진잠동
1850317204,원도안로224번길,25030512,도안동
1830022501,용운로,25010570,용운동
1840036203,문창로,25020550,대흥동
1840041801,중교로,25020550,대흥동
1860106704,엑스포로,25040570,전민동
1830053404,대전로448번길,25010530,효동
1860148000,구즉로,25040610,구즉동
1830447400,대청호수로545번길,25010730,대청동
1850149901,만년로67번길,25030690,만년동
1840038602,대흥로,25020550,대흥동
1830467100,옥천로106번길,25010550,판암1동
1870478701,-,25050610,목상동
1860097601,노은서로,25040590,노은1동
1850091400,둔산중로,25030570,탄방동
1860016801,진잠로62번길,25040680,진잠동
1860131402,유성대로1689번길,25040570,전민동
1860002701,계룡로,25040640,온천1동
1840162700,대전남부순환고속도로,25020690,산성동
1850077301,문정로10번길,25030570,탄방동
1840199001,계룡로904번길,25020670,문화1동
1830056502,하상도로,25010760,중앙동
1860078200,한밭대로,25040540,온천2동
1860034600,월드컵대로289번길,25040640,온천1동
1870362402,구즉세종로,25050610,목상동
1860432601,테크노1로,25040630,관평동
1860397301,죽동로,25040540,온천2동
1830026807,대청호수로,25010730,대청동
1840049804,계룡로771번길,25020600,용두동
1860171700,은구비남로7번길,25040590,노은1동
1850237200,월드컵대로484번길,25030660,월평1동
1860396003,원신흥남로11번길,25040710,원신흥동
1870014900,오정로76번길,25050510,오정동
1840005102,계백로,25020660,유천2동
1860423501,테크노1로,25040630,관평동
1870076601,대덕대로1454번길,25050610,목상동
1860635100,동서대로656번길,25040680,진잠동
1850290401,동서대로,25030512,도안동
1860004805,유성대로,25040540,온천2동
1870486102,대전천북로,25050510,오정동
1860222700,농대로,25040540,온천2동
1860210100,도안대로,25040700,상대동
1860030401,월드컵대로289번길,25040640,온천1동
1860332500,호남고속도로지선,25040680,진잠동
1850046100,제비네1길,25030530,도마2동
1870488203,동산초교로,25050510,오정동
1860233801,배울1로,25040630,관평동
1850124700,둔산북로,25030600,둔산2동
1850035700,복수동로,25030510,복수동
1870025801,대전로,25050520,대화동
1860616500,문지로316번길,25040570,전민동
1850305903,청사서로54번길,25030670,월평2동
1860065700,문화원로146번길,25040640,온천1동
1830015304,대전로448번길,25010530,효동
1850074402,신갈마로,25030640,갈마1동
1860004605,현충원로,25040690,학하동
1860639100,테크노중앙로,25040630,관평동
1850011901,대덕대로,25030670,월평2동
1840043700,대전천서로,25020550,대흥동
1840184503,유등천동로,25020540,중촌동
1850113401,문예로,25030590,둔산1동
1850047600,조달청길,25030520,도마1동
1830466201,신기로,25010530,효동
1870032800,대전로1331번길,25050520,대화동
1830124900,대학로,25010570,용운동
1870080902,대덕대로1486번길,25050610,목상동
1860605502,구즉로58번길,25040610,구즉동
1860407101,원신흥남로28번길,25040710,원신흥동
1840026709,보문산공원로,25020580,대사동
1830285401,동산초교로23번길,25010680,홍도동
1850281300,도안북로,25030512,도안동
1870302401,-,25050580,신탄진동
1850135701,둔산중로,25030600,둔산2동
1850006307,계백로,25030530,도마2동
1860663602,자운로221번길,25040550,신성동
1850006401,계백로,25030530,도마2동
1870302000,-,25050580,신탄진동
1850319202,봉우로8번길,25030720,관저1동
1840046802,중교로,25020550,대흥동
1850033100,관저중로,25030730,관저2동
1850112801,갈마역로,25030640,갈마1동
1860193702,한밭대로,25040640,온천1동
1860680701,대정로42번길,25040680,진잠동
1850323501,구봉로,25030540,정림동
1850082000,문정로9번길,25030600,둔산2동
1840188800,수도산로47번길,25020550,대흥동
1830011111,계족로,25010790,성남동
1860403901,도안대로,25040700,상대동
1860388200,도안북로,25040680,진잠동
1870501500,천변도시고속화도로,25050530,회덕동
1860113001,북유성대로,25040660,노은2동
1840004500,충무로,25020550,대흥동
1860674902,문화원로,25040540,온천2동
1850142900,문예로,25030600,둔산2동
1850092700,갈마로,25030650,갈마2동
1860664306,자운로245번길,25040550,신성동
1850149303,만년로,25030690,만년동
1860369400,학하중앙로150번길,25040690,학하동
1830041500,신상로,25010730,대청동
1850062302,도솔로,25030610,괴정동
1830057709,이사로,25010750,산내동
1870075900,덕암북로58번길,25050600,덕암동
1830040001,동서대로1668번길,25010650,용전동
1860086401,한밭대로,25040590,노은1동
1870051900,대화로32번길,25050520,대화동
1860069800,문화원로,25040640,온천1동
1840047400,동서대로,25020620,오류동
1870044000,대화로32번길,25050520,대화동
1870052300,대화로52번안길,25050520,대화동
1830285100,동산초교로,25010680,홍도동
1860205005,동서대로,25040690,학하동
1850054904,갈마로,25030620,가장동
1870023402,중리동로,25050550,중리동
1870484800,한밭대로1009번길,25050520,대화동
1860403300,원신흥남로28번길,25040710,원신흥동
1840037200,평촌로,25020630,태평1동
1840066303,문창로,25020560,문창동
1860306900,북유성대로400번길,25040660,노은2동
1840064501,대둔산로,25020690,산성동
1850329901,신갈마로181번길,25030640,갈마1동
1830005047,대전로,25010530,효동
1830451000,대동천우안3길,25010780,대동
1850058202,동서대로,25030630,내동
1850006502,계백로,25030520,도마1동
1860010712,유성대로,25040550,신성동
1850210701,동서대로,25030550,변동
1860009701,신성서로,25040550,신성동
1850106500,문예로,25030590,둔산1동
1830473502,계족로368번길,25010790,성남동
1860410901,봉명로,25040710,원신흥동
1840059201,어덕마을로104번길,25020540,중촌동
1860046700,계룡로155번길,25040640,온천1동
1850078501,문정로,25030600,둔산2동
1850081301,계룡로553번안길,25030570,탄방동
1830016903,새울로,25010550,판암1동
1850098400,둔산남로,25030740,둔산3동
1870077601,신일동로33번길,25050610,목상동
1870013900,한남로150번길,25050510,오정동
1860369501,학하남로,25040690,학하동
1860636101,동서대로,25040680,진잠동
1850033302,복수동로,25030510,복수동
1870084903,신탄진동로23번길,25050580,신탄진동
1860669102,유성대로626번길,25040640,온천1동
1850012604,대덕대로,25030690,만년동
1860032900,월드컵대로299번길,25040640,온천1동
1850061301,도솔로,25030610,괴정동
1860073300,대학로76번길,25040540,온천2동
1870022700,중리로,25050550,중리동
1860056601,온천로,25040640,온천1동
1830023806,백룡로,25010570,용운동
1850133600,한밭대로,25030640,갈마1동
1830491402,-,25010800,삼성동
1830124700,백룡로,25010570,용운동
1870017901,우암로412번길,25050540,비래동
1870089006,평촌2길,25050600,덕암동
1870041900,동춘당로126번길,25050620,송촌동
1860003102,계룡로,25040640,온천1동
1830130700,동부로,25010570,용운동
1860091800,은구비남로,25040590,노은1동
1830031002,대전로,25010800,삼성동
1860118000,신성로62번길,25040550,신성동
1840024012,문화로234번길,25020670,문화1동
1860068100,-,25040640,온천1동
1840182200,목동로22번길,25020530,목동
1840006100,계룡로,25020620,오류동
1850028401,관저중로,25030730,관저2동
1860040802,유성대로680번길,25040640,온천1동
1870014904,오정로76번길,25050510,오정동
1860232801,구룡달전로,25040610,구즉동
1860128700,전민로,25040570,전민동
1860035700,유성대로654번길,25040640,온천1동
1830010303,계족로,25010790,성남동
1850098200,문정로,25030590,둔산1동
1860040800,유성대로680번길,25040640,온천1동
1850091701,둔산서로,25030600,둔산2동
1870001905,계족로,25050570,법2동
1850120001,유등로,25030740,둔산3동
1870064003,신일서로18번길,25050610,목상동
1870055601,산디로,25050530,회덕동
1860012708,대덕대로,25040610,구즉동
1830039301,대전로1020번길,25050510,오정동
1850124701,둔산북로,25030600,둔산2동
1870037700,동춘당로94번길,25050620,송촌동
1830454001,길티길,25010630,가양1동
1850333801,구봉산북로94번길,25030730,관저2동
1870477400,방두말5길,25050600,덕암동
1840012000,안영로,25020690,산성동
1860662401,자운로221번길,25040550,신성동
1870053402,아리랑로,25050530,회덕동
1870062107,덕암로,25050600,덕암동
1860211702,자운로97번길,25040550,신성동
1850026902,유등로17번길,25030510,복수동
1830489203,우암로147번길,25010800,삼성동
1840038703,대흥로121번길,25020550,대흥동
1840066500,중앙로164번길,25020510,은행선화동
1840033403,수도산로,25020550,대흥동
1830028406,정보길,25010780,대동
1850043706,복수중로,25030510,복수동
1860395600,유성대로935번길,25040540,온천2동
1840013501,대둔산로,25020690,산성동
1840035601,평촌로,25020630,태평1동
1870050000,대화로32번길,25050520,대화동
1860120301,노은로,25040660,노은2동
1850068904,도솔로,25030570,탄방동
1850108100,둔산로73번길,25030600,둔산2동
1870089800,대전천북로,25050510,오정동
1840023200,서문로,25020670,문화1동
1830453404,동서대로1705번길,25010650,용전동
1830042201,동서대로,25010650,용전동
1850327202,신갈마로,25030640,갈마1동
1830018604,대동천좌안3길,25010770,신인동
1830466500,대전로542번길,25010530,효동
1860030801,월드컵대로253번안길,25040640,온천1동
1840038401,수침로,25020630,태평1동
1850109302,-,25030600,둔산2동
1860675401,-,25040640,온천1동
1860653102,원신흥남로12번길,25040710,원신흥동
1850320500,관저중로64번길,25030730,관저2동
1860620401,가정로,25040550,신성동
1860663804,자운로221번길,25040550,신성동
1860426700,배울2로,25040630,관평동
1860194605,지족동로,25040670,노은3동
1840191301,유등천동로,25020690,산성동
1860600201,엑스포로339번길,25040570,전민동
1840065103,유등천동로,25020690,산성동
1850089401,둔산서로,25030600,둔산2동
1850140000,청사로,25030670,월평2동
1870068702,신탄진로,25050580,신탄진동
1830039302,대전로1020번길,25010680,홍도동
1860439400,테크노중앙로,25040630,관평동
1850041006,정림로65번길,25030540,정림동
1870048001,계족로664번길,25050570,법2동
1840048803,선화로,25020510,은행선화동
1870055803,신탄진로232번길,25050530,회덕동
1860033300,유성대로654번길,25040640,온천1동
1850072100,계룡로571번길,25030570,탄방동
1870041802,동춘당로126번길,25050620,송촌동
1850008500,계룡로,25030650,갈마2동
1850094500,둔산중로14번길,25030570,탄방동
1860115300,가정로,25040550,신성동
1870479600,대화로161번길,25050520,대화동
1860147201,테크노중앙로,25040630,관평동
1830470900,열두칸1길,25010760,중앙동
1860401100,상대남로,25040700,상대동
1860060301,온천북로59번길,25040640,온천1동
1860131200,유성대로,25040570,전민동
1870064102,신일서로18번길,25050610,목상동
1870038103,대화로,25050520,대화동
1870057501,산업단지로,25050600,덕암동
1870013806,옛신탄진로,25050510,오정동
1850146503,만년남로,25030690,만년동
1850035001,벌곡로,25030512,도안동
1870500401,갑천도시고속도로,25050530,회덕동
1870087301,신탄진북로,25050580,신탄진동
1870012504,오정로75번길,25050510,오정동
1860238700,갑천로,25040630,관평동
1870053700,대전로,25050530,회덕동
1870078700,대덕대로1470번길,25050610,목상동
1860442500,테크노11로,25040630,관평동
1840014301,대둔산로,25020690,산성동
1860015008,금남구즉로,25040610,구즉동
1850065904,신갈마로,25030640,갈마1동
1850303100,구봉로,25030540,정림동
1870049501,계족로663번길,25050560,법1동
1870490808,홍도로,25050550,중리동
1870019202,대전로,25050510,오정동
1870058100,산업단지로87번길,25050610,목상동
1860047702,유성대로694번길,25040640,온천1동
1850328701,신갈마로155번길,25030640,갈마1동
1850009604,대덕대로,25030600,둔산2동
1850075501,갈마로,25030650,갈마2동
1870492402,우암로,25050540,비래동
1850117400,둔산로51번길,25030600,둔산2동
1850039701,도안남로,25030720,관저1동
1870476100,-,25050590,석봉동
1830042303,동서대로1695번길,25010650,용전동
1850280601,동서대로656번길,25040680,진잠동
1860170601,노은로410번길,25040660,노은2동
1830474912,대전로,25010770,신인동
1860618000,문지로316번길,25040570,전민동
1850057600,동서대로,25030630,내동
1870477900,한밭대로1043번길,25050510,오정동
1870005102,신탄진로681번길,25050600,덕암동
1850207603,원도안로,25030512,도안동
1860237600,테크노2로,25040630,관평동
1860004801,유성대로,25040540,온천2동
1860722302,박산로,25040640,온천1동
1860370101,학하중앙로150번길,25040690,학하동
1840194801,중앙로,25020550,대흥동
1860438202,배울2로,25040630,관평동
1850042005,복수북로,25030510,복수동
1830183800,통영대전고속도로,25010750,산내동
1860432100,테크노3로,25040630,관평동
1830474200,산서로,25010750,산내동
1850323800,괴곡길,25030540,정림동
1860615500,문지로315번길,25040570,전민동
1860373301,복용북로17번길,25040690,학하동
1830012813,계족로,25010650,용전동
1870199800,경부고속도로,25050530,회덕동
1840048105,동서대로,25020600,용두동
1870487201,대전로,25050510,오정동
1860379701,복용북로75번길,25040690,학하동
1860041100,유성대로668번길,25040640,온천1동
1860149201,송강로,25040610,구즉동
1860212200,자운로97번길,25040550,신성동
1840017900,당디로,25020690,산성동
1830001908,산내로,25010750,산내동
1840015102,과례로22번길,25020670,문화1동
1860096700,은구비남로33번길,25040590,노은1동
1830036914,동대전로248번길,25010640,가양2동
1860058100,온천로,25040640,온천1동
1830469503,대전로,25010750,산내동
1870491400,대전천북로,25050510,오정동
1850131500,-,25030600,둔산2동
1870069101,신탄진로,25050580,신탄진동
1850046502,도솔로,25030530,도마2동
1860444500,갑천로,25040630,관평동
1830036906,동대전로248번길,25010640,가양2동
1860408803,유성대로,25040540,온천2동
1850062603,도산로,25030560,용문동
1830473500,계족로368번길,25010790,성남동
1840061302,대전천북로,25020510,은행선화동
1860396800,죽동로,25040540,온천2동
1870492101,우암동로,25050540,비래동
1860010711,유성대로,25040550,신성동
1850060108,가장로,25030610,괴정동
1860099400,엑스포로,25040570,전민동
1830005006,대전로,25010750,산내동
1860051201,유성대로694번길,25040640,온천1동
1830024203,새둑길,25010760,중앙동
1870490000,신상로,25050540,비래동
1830456001,산내로1315번길,25010750,산내동
1860122800,노은로426번길,25040660,노은2동
1860399300,죽동로,25040540,온천2동
1870071401,대덕대로1448번길,25050610,목상동
1870013402,-,25050510,오정동
1850060800,대덕대로,25030630,내동
1840012600,사정공원로,25020690,산성동
1870076700,대덕대로1454번길,25050610,목상동
1830476302,중앙로,25010760,중앙동
1860605001,갑천도시고속도로,25040540,온천2동
1870153501,장동로228번길,25050530,회덕동
1860123801,신성로,25040550,신성동
1850025904,관저중로64번길,25030730,관저2동
1830475702,대흥로,25010770,신인동
1860373600,학하중앙로,25040690,학하동
1860367700,학하중앙로127번길,25040690,학하동
1860082301,월드컵대로,25040590,노은1동
1860444401,갑천로,25040630,관평동
1860150500,금남구즉로,25040610,구즉동
1850330701,신갈마로,25030640,갈마1동
1860115800,가정로,25040550,신성동
1850130901,한밭대로,25030600,둔산2동
1830186200,통영대전고속도로,25010550,판암1동
1850090304,문정로,25030570,탄방동
1870076301,대덕대로1454번길,25050610,목상동
1870064501,대덕대로1448번길,25050610,목상동
1860045401,유성대로680번길,25040640,온천1동
1860691104,-,25040700,상대동
1850151700,둔산대로117번길,25030690,만년동
1850124301,갈마역로,25030640,갈마1동
1870063800,대덕대로1284번길,25050610,목상동
1830475601,대전천동로,25010770,신인동
1850118501,신갈마로230번길,25030600,둔산2동
1850312800,둔산서로10번길,25030570,탄방동
1860021801,유성대로,25040680,진잠동
1850068303,계룡로500번길,25030650,갈마2동
1870050907,선비마을로,25050570,법2동
1860644802,-,25040550,신성동
1850304700,혜천로,25030510,복수동
1830030703,우암로,25010800,삼성동
1860639900,테크노중앙로,25040630,관평동
1850105805,둔산로,25030740,둔산3동
1860107200,은구비로138번길,25040660,노은2동
1840038702,대흥로121번길,25020550,대흥동
1840054001,목동로,25020530,목동
1860080601,노은서로,25040590,노은1동
1840010400,대둔산로,25020690,산성동
1870198200,경부고속도로,25050600,덕암동
1860645002,대덕대로,25040550,신성동
1870046900,선비마을로,25050620,송촌동
1870020400,한밭대로1129번길,25050550,중리동
1870038500,송촌북로36번길,25050620,송촌동
1830048400,신상로,25010730,대청동
1850090500,대덕대로,25030650,갈마2동
1830178700,대전남부순환고속도로,25010750,산내동
1830006000,통영대전고속도로,25010550,판암1동
1870004508,신탄진로,25050600,덕암동
1840126200,문화로,25020670,문화1동
1860154100,불무로,25050610,목상동
1870482202,방두말1길,25050600,덕암동
1850144000,월평동로,25030670,월평2동
1850314700,갈마중로37번길,25030650,갈마2동
1860664302,자운로245번길,25040550,신성동
1860379500,복용로,25040690,학하동
1850067906,갈마로,25030650,갈마2동
1830035701,대전로,25010800,삼성동
1860134600,자운로157번길,25040550,신성동
1860114200,가정로,25040550,신성동
1860118202,송림로,25040660,노은2동
1830007202,계족로,25010770,신인동
1860098602,엑스포로123번길,25040550,신성동
1850077201,문정로10번길,25030570,탄방동
1840057301,목중로,25020540,중촌동
1860600502,대덕대로541번길,25040550,신성동
1860076000,대학로,25040540,온천2동
1870073900,덕암북로4번길,25050600,덕암동
1840060100,대전천서로,25020540,중촌동
1850044300,복수서로,25030510,복수동
1870032101,송촌북로20번길,25050620,송촌동
1860237701,테크노2로,25040630,관평동
1850059801,도산로,25030620,가장동
1840041103,대흥로,25020550,대흥동
1860202700,학하복용로,25040690,학하동
1830450403,토천1길,25010550,판암1동
1850037300,-,25030540,정림동
1860110205,북유성대로,25040660,노은2동
1860118401,신성로72번길,25040550,신성동
1840067501,문창로,25020590,부사동
1860149600,송강로,25040610,구즉동
1860191400,반석로,25040670,노은3동
1860393601,유성대로877번길,25040540,온천2동
1860217500,도안대로,25040710,원신흥동
1860148002,구즉로,25040610,구즉동
1870441602,신탄진로349번길,25050530,회덕동
1870482901,장동로278번길,25050530,회덕동
1870198702,천변도시고속도로,25050530,회덕동
1860091600,은구비남로33번길,25040590,노은1동
1870486800,한남로149번길,25050510,오정동
1850033800,복수동로,25030510,복수동
1840025402,문화로,25020660,유천2동
1850045200,도산로,25030520,도마1동
1860092704,노은서로,25040590,노은1동
1860211002,상대로,25040700,상대동
1840018102,산성로,25020690,산성동
1850304600,복수중로34번길,25030510,복수동
1830473800,-,25010750,산내동
1850315501,신갈마로,25030640,갈마1동
1830052609,신기로,25010530,효동
1850007006,계룡로,25030560,용문동
1860045700,계룡로155번길,25040640,온천1동
1860007405,호남고속도로지선,25040550,신성동
1860612301,문지로299번길,25040570,전민동
1870084800,신탄진동로23번길,25050580,신탄진동
1860124202,엑스포로,25040570,전민동
1860400701,죽동2길,25040540,온천2동
1860094400,대학로,25040550,신성동
1860665502,자운로245번길,25040550,신성동
1850040101,혜천로,25030510,복수동
1830057802,이사로,25010750,산내동
1860691001,-,25040700,상대동
1850021801,유등로,25030510,복수동
1860600900,반석로12번길,25040670,노은3동
1850097403,둔산남로,25030570,탄방동
1850030000,구봉산북로,25030730,관저2동
1860110001,은구비로156번길,25040660,노은2동
1830009202,계족로,25010780,대동
1840048800,선화로,25020510,은행선화동
1830449100,대전로448번길,25010530,효동
1850095402,남선로60번길,25030570,탄방동
1860192500,지족동로,25040670,노은3동
1860088001,노은서로,25040590,노은1동
1860154403,불무로,25040610,구즉동
1850051501,변동로,25030550,변동
1840197802,계백로1685번길,25020620,오류동
1870019604,중리서로,25050550,중리동
1860415300,신성로,25040550,신성동
1840046603,수침로,25020630,태평1동
1860045400,유성대로680번길,25040640,온천1동
1840017401,송리로,25020680,문화2동
1870502400,경부고속도로,25050600,덕암동
1860011004,호남고속도로지선,25050530,회덕동
1860172000,대학로76번안길,25040540,온천2동
1840036402,중앙로,25020670,문화1동
1840185101,유등천동로,25020640,태평2동
1860143101,테크노2로,25040630,관평동
1830028901,우암로,25010800,삼성동
1830015303,대전로448번길,25010530,효동
1840021700,대종로,25020570,석교동
1870004001,신탄진로,25050530,회덕동
1860036800,계룡로38번길,25040640,온천1동
1870072001,대덕대로1454번길,25050610,목상동
1830052707,은어송로,25010530,효동
1850062805,용문로,25030560,용문동
1830052507,신기로,25010550,판암1동
1850042802,관저북로,25030720,관저1동
1870480802,대청로,25050580,신탄진동
1840037504,대흥로,25020550,대흥동
1860687901,엑스포로539번길,25040630,관평동
1870050400,대화로52번길,25050520,대화동
1860178100,은구비남로33번길,25040590,노은1동
1860028801,월드컵대로,25040700,상대동
1860066801,문화원로146번길,25040640,온천1동
1860077102,장대로,25040540,온천2동
1870029201,선비마을로23번길,25050620,송촌동
1860430207,관평1로,25040630,관평동
1870049901,-,25050520,대화동
1860416100,유성대로1184번길,25040550,신성동
1870074801,대덕대로1454번길,25050610,목상동
1860437200,용산2로,25040630,관평동
1860201703,학하중앙로,25040690,학하동
1830007206,계족로,25010770,신인동
1870079001,문평동로,25050610,목상동
1850058402,도솔로,25030630,내동
1860380502,진잠옛로265번길,25040690,학하동
1870493901,천변도시고속도로,25050520,대화동
1830474101,산서로,25010750,산내동
